id_siniestro,score_reglas,score_ml,score_anomalia,score_nlp,score_final,nivel_riesgo,reglas_activadas,explicacion,accion_sugerida
SIN-00068,99,99.98,73.45,90.0,95.79,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00411,100,99.29,69.54,90.0,95.78,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El proveedor aparece en lista restrictiva simulada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00985,100,99.93,67.51,90.0,95.73,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00709,100,99.97,67.26,90.0,95.72,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. Evento nocturno sin tercero identificado. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00084,100,99.22,68.63,90.0,95.67,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R003_DEMORA_ROBO: Demora en robo; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Robo reportado con demora atipica. Hay documentos ilegibles o inconsistentes. Evento nocturno sin tercero identificado. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00334,100,99.57,67.7,90.0,95.66,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El vehiculo aparece en multiples reclamos. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00776,100,99.97,66.45,90.0,95.64,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00978,99,100.0,71.42,90.0,95.59,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. El detector de anomalias lo ubica fuera del patron habitual del dataset. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00366,100,99.63,66.57,90.0,95.56,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00852,100,100.0,65.65,90.0,95.56,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00619,100,99.97,65.4,90.0,95.53,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 96. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. Evento nocturno sin tercero identificado. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00025,100,99.31,66.65,90.0,95.49,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. Evento nocturno sin tercero identificado. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00037 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00860,100,99.74,65.15,90.0,95.45,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El vehiculo aparece en multiples reclamos. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00047,100,99.88,64.82,90.0,95.45,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00668,100,99.83,64.64,90.0,95.42,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El proveedor aparece en lista restrictiva simulada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00120,100,99.97,64.14,90.0,95.41,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El proveedor aparece en lista restrictiva simulada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00721,100,99.23,65.5,90.0,95.36,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00571,99,100.0,69.05,90.0,95.36,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00587,99,99.95,69.19,90.0,95.36,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00470,99,100.0,68.96,90.0,95.35,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00649,99,99.97,68.97,90.0,95.34,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00695,99,99.97,68.45,90.0,95.29,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00642,100,99.97,62.8,90.0,95.27,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00328,100,99.9,62.9,90.0,95.27,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00402,100,99.77,62.79,90.0,95.22,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00549,100,100.0,62.18,90.0,95.22,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
SIN-00909,100,99.93,62.3,90.0,95.21,Rojo,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Rojo con score 95. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. Evento nocturno sin tercero identificado. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Priorizar revision documental y analisis antifraude humano
