id_siniestro,fecha_ocurrencia,fecha_reporte,ciudad,ramo,cobertura,proveedor,monto_reclamado,score_reglas,score_ml,score_anomalia,score_nlp,score_final,nivel_riesgo,accion_sugerida,reglas_activadas,explicacion,documentos,asegurado,vehiculo,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,similar_claim_id,max_similarity,descripcion,id_proveedor,id_asegurado,proveedor_porcentaje_casos_observados,proveedor_lista_restrictiva,poliza_suma_asegurada,monto_vs_suma_asegurada,etiqueta_fraude_simulada
SIN-00494,2025-09-15,2025-09-17,Machala,Salud,Emergencia,PRO-0033 - Clínica,13537.47,46,0.0,28.09,90.0,37.11,Verde,Revision estandar con controles habituales,R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 1 ilegibles",ASE-0084,,87,278,2,2,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0033,ASE-0084,0.091,False,57625,0.234923557483731,0
SIN-00286,2025-12-31,2025-12-31,Loja,Generales,Daño,PRO-0032 - Asistencia,1463.01,48,0.0,17.0,90.0,37.1,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 ilegibles,ASE-0041,,189,176,0,0,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0032,ASE-0041,0.282,False,9280,0.1576519396551724,0
SIN-00302,2026-05-11,2026-05-17,Manta,Generales,Daño,PRO-0063 - Clínica,11517.59,50,0.0,5.83,90.0,37.08,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0140,,286,79,6,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0063,ASE-0140,0.298,True,43662,0.26378979432916494,0
SIN-00016,2025-12-17,2025-12-23,Guayaquil,Salud,Cirugía,PRO-0015 - Proveedor documentos,11564.58,46,0.39,26.79,90.0,37.08,Verde,Revision estandar con controles habituales,R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 1 ilegibles",ASE-0244,,314,51,6,1,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0015,ASE-0244,0.023,False,40835,0.28320264479000856,0
SIN-00567,2026-03-13,2026-03-17,Machala,Vehículos,Robo parcial,PRO-0016 - Taller,4039.77,48,0.0,16.72,90.0,37.07,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 ilegibles,ASE-0175,,44,321,4,1,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0016,ASE-0175,0.149,False,39667,0.10184208536062722,0
SIN-00962,2026-04-12,2026-04-16,Loja,Vida,Incapacidad,PRO-0015 - Proveedor documentos,3461.55,46,0.39,26.58,90.0,37.06,Verde,Revision estandar con controles habituales,R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 2 ilegibles",ASE-0079,,300,65,4,0,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0015,ASE-0079,0.023,False,26238,0.1319288817745255,0
SIN-00261,2026-11-10,2026-11-14,Quito,Generales,Daño,PRO-0063 - Clínica,8403.52,50,0.0,5.49,90.0,37.05,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0268,,320,45,4,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0063,ASE-0268,0.298,True,38925,0.21589004495825306,0
SIN-00330,2026-02-14,2026-02-14,Manta,Vehículos,Robo parcial,PRO-0050 - Taller,10148.41,49,0.0,10.74,90.0,37.02,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0140,VEH-0110,128,237,0,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0050,ASE-0140,0.203,False,45314,0.22395749657942357,0
SIN-00011,2026-02-03,2026-02-04,Cuenca,Hogar,Robo,PRO-0004 - Taller,29119.78,46,3.82,17.42,90.0,37.0,Verde,Revision estandar con controles habituales,R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00024 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 1 ilegibles",ASE-0221,,119,246,1,0,SIN-00024,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0004,ASE-0221,0.164,False,79431,0.3666047261144893,0
SIN-00680,2026-02-09,2026-02-12,Ambato,Salud,Atención médica,PRO-0059 - Asistencia,3790.01,48,0.0,15.49,90.0,36.95,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 ilegibles,ASE-0272,,266,99,3,1,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0059,ASE-0272,0.067,False,43691,0.0867457828843469,0
SIN-00877,2025-05-10,2025-05-14,Loja,Generales,Pérdida,PRO-0031 - Taller,15704.55,46,0.32,25.55,90.0,36.94,Verde,Revision estandar con controles habituales,R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 1 ilegibles, 1 inconsistentes",ASE-0092,,86,279,4,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0031,ASE-0092,0.167,False,52052,0.3017088680550219,0
SIN-00582,2026-03-07,2026-03-11,Quito,Salud,Atención médica,PRO-0070 - Clínica,10388.1,50,0.0,4.21,90.0,36.92,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0005,,214,151,4,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0070,ASE-0005,0.295,True,57939,0.17929373996789727,0
SIN-00935,2025-04-21,2025-04-25,Quito,Hogar,Incendio,PRO-0077 - Taller,8375.03,48,0.0,14.96,90.0,36.9,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 ilegibles,ASE-0332,,62,303,4,1,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0077,ASE-0332,0.257,False,39494,0.21205828733478504,0
SIN-00010,2026-10-30,2026-10-31,Manta,Generales,Pérdida,PRO-0059 - Asistencia,13053.73,48,1.02,12.49,90.0,36.9,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 ilegibles,ASE-0305,,330,35,1,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0059,ASE-0305,0.067,False,51335,0.25428518554592383,0
SIN-00198,2026-01-03,2026-01-04,Guayaquil,Vehículos,Choque,PRO-0035 - Clínica,3779.1,46,0.0,25.83,90.0,36.88,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. El vehiculo aparece en multiples reclamos. Evento nocturno sin tercero identificado. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0326,VEH-0049,174,191,1,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0035,ASE-0326,0.184,False,19035,0.19853427895981088,0
SIN-00075,2025-12-24,2025-12-29,Loja,Hogar,Daño por agua,PRO-0018 - Taller,9687.71,50,0.0,3.46,90.0,36.85,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0247,,172,193,5,0,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0018,ASE-0247,0.327,True,38857,0.24931698278302492,0
SIN-00934,2026-08-23,2026-08-23,Quito,Generales,Daño,PRO-0006 - Clínica,4017.77,48,0.0,14.45,90.0,36.84,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 ilegibles,ASE-0268,,241,124,0,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0006,ASE-0268,0.195,False,38925,0.10321824020552345,0
SIN-00984,2025-11-13,2025-11-18,Quito,Hogar,Incendio,PRO-0048 - Clínica,3439.5,46,0.0,25.44,90.0,36.84,Verde,Revision estandar con controles habituales,R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 2 ilegibles",ASE-0090,,74,291,5,2,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0048,ASE-0090,0.246,False,66652,0.051603852847626475,0
SIN-00821,2026-08-31,2026-09-04,Manta,Generales,Pérdida,PRO-0020 - Clínica,7265.7,50,0.0,3.4,90.0,36.84,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0040,,172,193,4,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0020,ASE-0040,0.315,True,57840,0.12561721991701244,0
SIN-00181,2025-05-11,2025-05-16,Cuenca,Vehículos,Robo parcial,PRO-0074 - Taller,8865.22,48,0.0,13.88,90.0,36.79,Verde,Revision estandar con controles habituales,R003_DEMORA_ROBO: Demora en robo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. Robo reportado con demora atipica. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0030,VEH-0001,112,253,5,1,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0074,ASE-0030,0.287,False,45781,0.19364408815884318,0
SIN-00111,2025-10-27,2025-11-01,Loja,Vehículos,Robo total,PRO-0068 - Clínica,2556.58,48,0.0,13.77,90.0,36.78,Verde,Revision estandar con controles habituales,R003_DEMORA_ROBO: Demora en robo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. Robo reportado con demora atipica. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0010,,72,293,5,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0068,ASE-0010,0.214,False,12969,0.19713007942015576,0
SIN-00475,2025-04-04,2025-04-05,Guayaquil,Vehículos,Robo parcial,PRO-0047 - Taller,3233.04,44,0.0,35.77,90.0,36.78,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. El vehiculo aparece en multiples reclamos. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 ilegibles,ASE-0336,VEH-0019,65,300,1,2,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0047,ASE-0336,0.247,False,39199,0.08247761422485267,0
SIN-00205,2025-05-30,2025-05-31,Cuenca,Vehículos,Robo parcial,PRO-0044 - Taller,2165.11,48,0.0,13.6,90.0,36.76,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,2 ilegibles,ASE-0114,,126,239,1,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0044,ASE-0114,0.061,False,28954,0.07477757822753334,0
SIN-00905,2025-05-28,2025-06-02,Quito,Hogar,Daño por agua,PRO-0044 - Taller,3458.4,48,0.0,13.36,90.0,36.74,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 ilegibles,ASE-0332,,99,266,5,1,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0044,ASE-0332,0.061,False,39494,0.08756773180736314,0
SIN-00104,2026-02-26,2026-03-02,Quito,Salud,Emergencia,PRO-0001 - Clínica,5039.12,48,0.33,12.51,90.0,36.73,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 ilegibles,ASE-0097,,37,328,4,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0001,ASE-0097,0.224,False,32798,0.15364107567534604,0
SIN-00626,2027-01-08,2027-01-09,Loja,Vehículos,Robo parcial,PRO-0046 - Taller,1253.01,46,0.47,23.09,90.0,36.73,Verde,Revision estandar con controles habituales,R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 1 ilegibles",ASE-0034,,314,51,1,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0046,ASE-0034,0.208,False,11698,0.10711318174046845,0
SIN-00481,2026-06-18,2026-06-24,Manta,Generales,Daño,PRO-0005 - Perito,7127.35,46,1.84,19.56,90.0,36.72,Verde,Revision estandar con controles habituales,R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 1 ilegibles",ASE-0093,,334,31,6,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0005,ASE-0093,0.155,False,79043,0.0901705400857761,0
SIN-00963,2026-03-07,2026-03-13,Quito,Hogar,Robo,PRO-0059 - Asistencia,7001.32,48,0.0,12.72,90.0,36.67,Verde,Revision estandar con controles habituales,R003_DEMORA_ROBO: Demora en robo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. Robo reportado con demora atipica. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0236,,275,90,6,0,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0059,ASE-0236,0.067,False,46583,0.15029774810553206,0
SIN-00632,2025-04-15,2025-04-20,Quito,Salud,Atención médica,PRO-0047 - Taller,6626.23,46,0.0,23.5,90.0,36.65,Verde,Revision estandar con controles habituales,R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 1 ilegibles",ASE-0290,,87,278,5,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0047,ASE-0290,0.247,False,29794,0.2224014902329328,0
SIN-00480,2026-05-11,2026-05-17,Loja,Hogar,Daño por agua,PRO-0021 - Taller,9308.93,48,0.0,12.37,90.0,36.64,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 ilegibles,ASE-0161,,191,174,6,1,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0021,ASE-0161,0.24,False,26899,0.3460697423696048,0
SIN-00730,2025-12-16,2025-12-21,Machala,Salud,Emergencia,PRO-0075 - Taller,23638.4,46,0.28,22.7,90.0,36.64,Verde,Revision estandar con controles habituales,R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 1 ilegibles",ASE-0125,,170,195,5,1,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0075,ASE-0125,0.247,False,64498,0.3664981859902633,0
SIN-00685,2026-11-18,2026-11-23,Quito,Generales,Pérdida,PRO-0041 - Taller,6176.73,48,0.0,12.42,90.0,36.64,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,2 ilegibles,ASE-0049,,320,45,5,0,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0041,ASE-0049,0.224,False,38559,0.16018906091962964,0
SIN-00645,2026-04-15,2026-04-15,Cuenca,Hogar,Daño por agua,PRO-0005 - Perito,1719.73,46,0.0,23.25,90.0,36.62,Verde,Revision estandar con controles habituales,R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 1 ilegibles",ASE-0196,,241,124,0,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0005,ASE-0196,0.155,False,19725,0.08718529784537389,0
SIN-00537,2025-11-20,2025-11-26,Manta,Salud,Emergencia,PRO-0008 - Taller,10410.61,46,0.0,22.89,90.0,36.59,Verde,Revision estandar con controles habituales,R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 37. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 1 ilegibles",ASE-0192,,63,302,6,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0008,ASE-0192,0.094,False,33224,0.31334607512641466,0
